question_id,question_type_id,stem,allow_text
2628,2,"inevitable   
certain to happen and unable to be avoided or prevented",1
2629,2,"inevitability
the quality of being unavoidable",1
2630,2,"manipulate 
to control something using the hands or to treat a part of the body, using the hands to push back bones into the correct position and put pressure on muscles",1
2631,2,"manipulate 
to control something or someone to your advantage, often unfairly or dishonestly",1
2632,2,"transform   
to change completely the appearance or character of something or someone, especially so that they are improved",1
2633,2,"transformation
a complete change in appearance or character",1
2634,1,Remember to use at least one vocabulary in your paragraph.,1
2635,1,"Use 
1)subject adj. clauses (My room, which has three windows, is very bright.)  
2)obj. adj. clauses (The picture which my mother gave me hangs on the wall above my bed.)

Be sure to which, that, whose, where AND when.",1
2636,1,Please bring your article to class on TUESDAY.,1
2637,1,"** a fad that interests you
** the importance of developing alternative energy sources
** things that affect your purchasing decisions",1
2638,1,"Use at least six adjectives and three adverbs.  One of your adjectives should be a participial adjective, either -ing or -ed.",1
2639,2,"pursue: verb
to continue doing an activity or trying to achieve something over a long period of time",1
2640,2,"pursue:  verb
to chase or follow someone or something, in order to catch them, attack them etc",1
2641,2,"reinforce:  verb
to give support to an opinion, idea, or feeling, and make it stronger",1
2642,2,"reinforce:  verb
to make part of a building, structure, piece of clothing etc stronger",1
2643,1,same,1
2644,1,"What would you change about your life here?  What do you think you should have done differently?  Write 5 sentences using ""should have"" or ""could have"" to show what you think you should or shouldn't have done/ could have done differently.",1
2645,1,good luck...,1
2646,1,good luck...,1
2647,1,"Write a paragraph comparing two sports figures or two professional musicians.  You should also explain why you think they are the best athletes or musicians compared to others in their field.  If you want an example of how to start, look at Exercise 9 on page 305.",1
2648,4,"Neighbors are the people who live near us. In your opinion, what are the qualities of a good neighbor? Use specific details and examples to support your answer.",1
2649,1,"IMPLICIT
Look at the Brown, LOB and TimesMarch 95 corpora:
What types of nouns occur often with 'implicit'?  Give 3-4 examples.

There are two common grammar patterns - one is 'implicit Noun'.  What is the other common pattern?",1
2650,1,"NEGATE
Look at the Brown, LOB and the TimesJan/Feb/Mar95 corpora:
What kind of things are commonly negated?  Give 3-4 examples.",1
2651,1,"PERSIST
Look at the Brown and TimesMarch 95 corpora:
 There are three grammar patterns that occur most commonly with 'persist.'  What are they?  Give two examples of each.",1
2652,1,"PROPORTION
Look at the Brown, LOB and TimesFeb95 corpora:
There are two grammar patterns that occur commonly with 'proportion' - what are they?  Give two examples of each.",1
2653,1,"RETAIN
Look at the Brown, LOB and TimesMarch 95 corpora:
There are many different kinds of noun that can be 'retained'.  Are there any common categories of nouns?  Give 5 examples of different kinds of things that can be retained.",1
2654,1,"Choose one of the topics from A. p. 102 to develop into a comparison writing (one or two paragraphs). Include a topic sentence, conclusion and specific support, and remember to use transitions (signal words or phrases) between ideas and to connect paragraphs. Try to include 2 or 3 target vocabulary words, and use appropriate adjectives to describe what you are comparing.",1
2655,1,"Revise your comparison, using corrections from your partner. Check your writing carefully BEFORE submitting.",1
2656,1,"In some countries, teenagers have jobs while they are still students. Do you think this is a good idea? Support you opinion with specific reasons and details.",1
2657,1,"Please write two paragraphs.  The first should be a summary of the reading ""Merchants of Death"".  The second should be your response to the reading and the issues mentioned in the reading.  

You may do more than one paragraph for the response if you wish.",1
2658,1,Pervasive Influence,1
2659,1,Brand-Stretching,1
2660,1,Easy Access,1
2661,1,Sell America,1
2662,1,Friends in High Places,1
2663,1,You Can Stop This Outrage,1
2664,1,Be sure to include information from the article to support your opinion.,1
2665,1,"Write about a dilemma that you have faced.  Discuss what you and others should have, might, have, or could have done in the situation.",1
2666,1,Don't forget a good topic sentence!,1
2667,1,"Write 5 sentences giving advice to new ELI students about what it is good to do here and NOT good to do.

Use should, ought to , may want to, might want to, must or have to.",1
2668,1,"** why some people think that TV is bad for children
** the effects of TV on politics
** your favorite TV show(s) or TV personality(ies)",1
2669,1,Example:  I have lived in Pittsburgh for six months.  I've already visited...,1
2670,1,same,1
2671,1,Type,1
2672,1,post final here,1
2673,1,post final here,1
2674,4,Submit a backup copy of your draft.,1
2675,4,Post the final draft of your essay here.,1
2676,4,Post the final draft of your essay here.,1
2677,5,,1
2678,5,I ________ (eat) ice cream for breakfast.,1
2679,5,Grammar _____ (be) the best class all day!,1
2680,5,I _____________ (type) right now.,1
2681,0,,1
2682,2,,0
2683,2,Context,0
2684,0,,1
2685,2,,0
2686,2,Assist,0
2687,0,,1
2688,2,,0
2689,2,Locate,0
2690,0,,1
2691,2,,0
2692,2,Context,0
2693,2,,0
2694,2,Assist,0
2695,2,,0
2696,2,Locate,0
2697,0,,1
2698,2,,0
2699,2,Choose one of the readings and write a short summary.  Answer the questions who? what?  and where?  in your summary.,0
2700,1,Submit your paragraph according the directions above.,1
2701,1,"Autobiography: Write a paragraph telling about your life up till now. Briefly describe important events, people and places.",1
2702,5,,1
2703,5,I ___________________ (eat) ice cream for breakfast.,1
2704,5,Grammar ______________ (be) the best class all day!,1
2705,5,I ____________________ (type) right now.,1
2706,1,see above,1
2707,1,"Autobiography: Write a paragraph telling about your life up till now. Briefly describe important events, people and places.",1
2708,5,,1
2709,5,I ________ (eat) ice cream for breakfast.,1
2710,5,Grammar _____ (be) the best class all day!,1
2711,5,I _____________ (type) right now.,1
2712,6,,1
2713,6,You should avoid _______________________________,1
2714,6,I was pleased ___________________________________,1
2715,6,She offered ____________________________________,1
2716,6,We need ___________________________________,1
2717,6,I feel like _____________________________________,1
2718,6,He advised __________________________________,1
2719,1,"Autobiography: Write a paragraph telling about your life up till now. Briefly describe important events, people and places.


~~~~~~~~~~~
Accuracy /5
Frequency/Variety /2.5
Appropriateness /2.5
Total /10",1
2720,1,What is your teacher's name?,1
2721,1,"Write a paragraph that has 5 - 7 sentences, and use each verb (MAKE, HAVE, LET, HELP, GET) at least once.",1
2722,0,,1
2723,2,,0
2724,2,Context,0
2725,2,,0
2726,2,Assist,0
2727,2,,0
2728,2,Locate,0
2729,0,,1
2730,2,,0
2731,2,Choose one of the readings and write a short summary.  Answer the questions who? what?  and where?  in your summary.,0
2732,1,Retype the passage with the appropriate corrections.,1
2733,1,Complete the Review Tests in you book on pages 152 -- 156.  Answer keys are on page RT- 3.,1
2734,1,"""Can English Be Dethroned"" - the future of English:",1
2735,1,"""English seen as Co-Star among Global Languages"" - the future of English:",1
2736,1,"""Can English Be Dethroned"" - the future of Widely Used Languages:",1
2737,1,"""English seen as Co-Star among Global Languages"" - the future of Widely Used Languages:",1
2738,1,"""Can English Be Dethroned"" - the future of Minority Languages:",1
2739,1,"""English seen as Co-Star among Global Languages"" - the future of Minority Languages:",1
2740,1,Which article do you find more persuasive?  Why?,1
2741,1,hahva,1
2742,2,I ________ (eat) ice cream for breakfast.,1
2743,2,Grammar ________ (is) the best class all day!,1
2744,2,I ________ (type) right now.,1
2745,1,"Write a paragraph about your weekend.  Briefly describe important events, people, and places.",1
2746,1,have a nice day...,1
2747,1,"Write a brilliant paragraph about your future.  Be sure to include predictions, facts, timetables(schedules), and planned events.",1
2748,1,For homework I asked you to write an order-of-importance paragraph. Pleae type your paragraph below and submit it.,1
2749,1,Why is it important for students of English as a second language to improve their typing skills?,1
2750,1,"Exercise 6, p. 8.  Write a profile to introduce yourself to your class.  Write about your name, your interests and hobbies, and your plans.  Use the SIMPLE PRESENT and PRESENT PROGRESSIVE.  You can use the profile in Exercise 3 as a model.  WRITE 5-7 sentences and use EACH TENSE at least 2 TIMES.

Example:  my name is Thuy Nguyen, but my American friends call me Tina.",1
2751,2,T or F,1
2752,2,T or F,1
2753,2,T or F,1
2754,2,T or F,1
2755,2,"T or F
Explain:  What made you choose your answer?",1
2756,2,T or F,1
2757,2,T or F,1
2758,2,"T or F
Explain:  What made you choose your answer?",1
2759,2,T or F,1
2760,2,"T or F
Explain:  What made you choose your answer?",1
2761,2,T or F,1
2762,2,T or F,1
2763,2,"Critical Reading question #1:  why do you think the author talks about ""consumers"" instead of ""tourists"" in paragraph 1?",1
2764,1,"Contrast your life in the past and your life now.  In the first paragraph, describe how your life used to be at some point in the past.  In the second paragraph, describe your life today.
Your writing will be graded with the following points:
Accuracy /5
Frequency/Variety /2.5
Appropriateness /2.5
Total /10",1
2765,1,see above,1
2766,1,"Write a two-paragraph composition. Contrast your life in the past and your life now. In the first paragraph, describe how your life used to be at some time in the past. In the second paragraph, describe your life today. Pay attention to verb forms and tenses.

Accuracy                     /5
Frequency/Variety            /2.5
Appropriateness                /2.5
Total                         /10",1
2767,1,"Paragraph Writing - Write a two-paragraph composition. Contrast your life in the past and your life now. In the first paragraph, describe how your life used to be at some time in the past. In the second paragraph, describe your life today. Pay attention to verb forms and tenses.

Accuracy                /5
Frequency/Variety                   /2.5
Appropriateness                   /2.5
Total                   /10",1
2768,1,"Paragraph Writing - Write a two-paragraph composition. Contrast your life in the past and your life now. In the first paragraph, describe how your life used to be at some time in the past. In the second paragraph, describe your life today. Pay attention to verb forms and tenses.

Accuracy /5
Frequency/Variety /2.5
Appropriateness /2.5
Total /10",1
2769,1,"1.  Is dating common before marriage?
2.  At what age (if at all) do boys and girls begin dating?
3.  Who is expected to pay for a date?
4.  If no dating is allowed, how do men and women meet and marry?",1
2770,1,"Choose one of the following places and write a paragraph organized by space. You can draw a picture for yourself if it will help you, but the picture will not be collected or graded. You will be graded on content, organization and grammar. You have the entire class to write this paragraph.

Choose one:
- the view from your window
- your writing 3 classroom
- your favorite place to study
- the inside of your favorite restaurant
- your favorite room in your house
- your favorite disco or bar
- the computer lab you are in right now
- your church, temple, mosque or place of worship
- the University cafeteria",1
2771,1,Example:  My name is Tamar.  I moved to Pittsburgh in 2002 to study at the University of Pittsburgh.  I've been working in the ELI for almost 6 years.....,1
2772,1,Smile :),1
2773,4,"First, write an outline of your ideas. Then, write a five-paragraph essay about the pressures of being a(n international) student.  Please proofread your writing for spelling, grammar and punctuation errors and correct them before you submit your work.",1
2774,2,"What did you see and hear in this video clip?  Describe Ms. Mason and talk about her advice.  As you speak, use these target vocabulary words:
  1. eliminate (as in eliminate awkwardness)
  2. generate (as in generate more conversation)
  3. crucial (it is crucial that you never do   something, according to Ms. Mason)

Try to speak fluently in English for 30 to 60 seconds.",1
2775,2,"What did you see and hear in this video clip?  Prepare to describe Ms. Mason and her advice in class.  Use these target vocabulary words:
  1. eliminate (as in eliminate awkwardness)
  2. generate (as in generate more conversation)
  3. crucial (it is crucial to avoid something)
Try to speak fluently in English for 30 to 60 seconds.  Write a few notes (not a whole speech!) and submit them in the OSS system.  You should print out these notes and bring them to class.",1
2776,2,"What did you see and hear in this video clip?  Prepare to describe Ms. Mason and her advice in class.  Use these target vocabulary words:
  1. eliminate (as in eliminate awkwardness)
  2. generate (as in generate more conversation)
  3. crucial (it is crucial to avoid something)
Try to speak fluently in English for 30 to 60 seconds.  Write a few notes (not a whole speech!) and submit them in the OSS system.  You should print out these notes and bring them to class.",1
2777,2,"Type a nice, little message to your teacher!",1
2778,1,good luck!,1
2779,1,"Choose one topic from either the Brainstorming activity on the top of page 42, activity A, or from the top of page 43, the clustering activity:
- my best friend
- the importance of education
- good manners
- money brings _____
- sports
- music
- gardening
- architecture

First practice your prewriting techniques, then write your paragraph. Submit the first draft of your paragraph below.",1
2780,1,In class we did some peer review to help us with the writing process. Take the feedback that your teacher has given you to improve your paragraph. Make any necessary changes and submit your corrected essay below.,1
2781,1,Begin your writing here:,1
2782,1,"Use your imagination to write about a dream vacation in space.  Describe what people will do, what they will see, and how they will feel.  Be creative with your writing!",1
2783,4,Use your pre-writing for one of the topics to write a 5-paragraph essay. Follow the directions in B. and C. on page 125 to organize your ideas. You will revise your essay later.,1
2784,1,see above,1
2785,1,see above,1
2786,1,"Write a paragraph about a personal achievement.  Use page 42, exercise 13 as an example.",1
2787,1,See directions above,1
2788,2,What is the correct way to write an email to a friend/ professor about a class assignment?,1
2789,1,"Choose one of the expressions from activity A on page 48. Use an experience from your own life to prove or disprove the expression. As always, you will be graded on content, organization and mechanics.",1
2790,1,"Write 5-7 sentences describing how you feel in your home, office, or classroom.  What makes you feel good or bad?  What things would you like to change?  Use AT LEAST 5 PHRASAL VERBS.  UNDERLINE THE VERBS.  You can use the journal entry in Exercise 5, p. 166 in your text, as a model. 

Example:  My dorm room is bright and sunny.  The room always cheers me up when I get back from a hard day.  My roommate and I picked out the curtains together......",1
2791,1,"Write a paragraph about an experience you have had on the phone. Refer to the example on page 180. 
Use at least 5 phrasal verbs from the box on page 180.",1
2792,2,"1. The company attributed its falling sales to the global slowdown in the&#8232;&#8232; telecommunications industry.
2. The article discusses key attributes that help define a strong educational leaders &#8232;&#8232;and high-performing leadership teams.
3. ?keeps track of the changes you make to a model's attributes.",1
2793,2,"4.        Increasingly, we are becoming aware of bias in our society. 1.  This may be bias based not&#8232;only on culture or race, but also on social class, religion, or physical and mental abilities.

2.  It has to try to cover the whole field of news in its area
accurately and without bias. Points of view which the paper may not share must be reported.",1
2794,2,"1.  The Chicago History Museum allows visitors to download three tours, including two of &#8232;permanent exhibits and one of a special exhibition.
2.  Demonstrating its world leadership in display technologies, Samsung Electronics Co.&#8232;will exhibit innovative new products, such as large-screen LCD panels for televisions&#8232;&#8232; and digital information displays at the Society for &#8232;&#8232;Information Display (SID) International Symposium, Seminar and Exhibition on May 18-23.
3.  ?watching her too, in exaggerated attitudes of impatience and annoyance. Mary was standing in the patch of thistles. 'If only she wouldn't make such an exhibition of herself,'' Hanson said,",1
2795,2,"1.  You can find lots of resources about philosophers and philosophy, including schools of &#8232;thought, study guides, university departments, and conferences.

2.  John McCain would be wise to find a screwdriver to tighten the loose screw that remains his philosophy regarding illegal aliens.",1
2796,2,"1. State agriculture officials have charged the operator of the Westminster Livestock Auction Market with four counts of violating animal health regulations.

2. The soldiers violated the church by using it as a stable.",1
2797,4,Write the first draft of your comparison/contrast essay and submit it here.  Use the essay plan on p.124 of your textbook to help you.  Please ask your teacher if you have ANY questions.,1
2798,2,"(You don't have to write anything for this assignment, just prepare to speak.)",1
2799,2,Write short notes for your talk here.  You can use these notes when you speak.,1
2800,2,Write brief notes to help you prepare your talk here.  You can use these notes when you talk.,1
2801,1,Choose ONE of the topics and write ONE paragraph.  Your paragraph must be AT LEAST 5 sentences.,1
2802,1,paste your essay below,1
2803,1,Choose ONE of the topics and write ONE paragraph.  Your paragraph must be AT LEAST 5 sentences.,1
2804,1,"Directions: 
Choose ONE of the following topics:

1) Do you think it is important for parents to pass on cooking skills to their children? Why or why not?

2) Do you think it is important for people to eat home-cooked food? Why or why not?

3) In your opinion, what are the advantages and disadvantages of learning how to cook your own meals? 
 

Choose ONE of the topics and write ONE paragraph. Your paragraph must be AT LEAST 5 sentences.",1
2805,1,see above,1
2806,1,Write a paragraph about your partner's future plans. Use the future tense and future time clauses to describe the plans.  Refer to  page 71 of your textbook for an example of a paragraph.,1
2807,1,above,1
2808,4,"Revise, edit, and do your best to improve your draft.  Submit your final paper here.  If you have any questions, please ask your teacher.",1
2809,1,"Write me a letter about a typical day in your life (use pages 181-182 in your book as a model). 
Use at least 5 phrasal verbs in your paragraph and pay very special attention to tense.",1
2810,1,"Here are some verbs that you can use:

call back     come up     end up        figure out      find out    give up
go on           go over      hang up      hold on          keep on    pick up
sign up        talk into     think over   turn down     turn out    wake up",1
2811,1,"You will be coordinating a picnic for the ELI students.  Write a paragraph about the items you need to get and the activities you plan to have at the picnic.

Accuracy                   /5
Frequency/Variety             /2.5
Appropriateness               /2.5
Total                      /10",1
2812,1,"You will be coordinating a picnic for the ELI students.  Write a paragraph about the items you need to get and the activities you plan to have at the picnic.

Accuracy                   /5
Frequency/Variety             /2.5
Appropriateness               /2.5
Total                      /10",1
2813,1,You will be planning a picnic for the ELI students. Write a paragraph about the items you need to get and the activities you plan to have at the picnic.,1
2814,1,adapt: to change your ideas or behavior in order to deal with a new situation,1
2815,1,adapted:  suitable for a particular situation or purpose,1
2816,1,"emerge:  become apparent, important or prominent",1
2817,1,"emerge:  to come out from an enclosed or dark space, or from a position where you could not be seen",1
2818,1,"framework:  an essential supporting structure of a building, vehicle, or object  (e.g. a conservatory in a delicate framework of iron)",1
2819,1,"framework:   basic structure underlying a system, concept, or text (e.g. the theoretical framework of political sociology)",1
2820,1,justify:  to show or prove that an action (or decision or idea)  is necessary or reasonable,1
2821,1,justifiable:  acceptable or correct (said of a decision or action) because there is a good reason for it,1
2822,1,trend:  a change or development toward something new or different - a tendancy,1
2823,1,trend:  a latest fashion or style,1
2824,1,"Write a paragraph about an experience you have had on the phone.  It could be a conversation with a friend, a wrong number, or a telemarketing call.  Write 5-7 sentences, and use AT LEAST 7 of the following phrasal verbs:

call back------come up------end up
figure out------find out------give up
go on------go over------hang up------hold on
keep on------pick up------sign up
talk into------think over------turn down
turn out------wake up",1
2825,2,What are the 'creativity killers' the authors discuss?,1
2826,2,T or F?   Why?,1
2827,2,T or F?  Why?,1
2828,2,T or F?  Why?,1
2829,2,"Does competition help or hinder creativity?  Give an example of your answer from your own experience.  In other words, description a situation in which you were either helped or hindered by competition.",1
2830,2,T or F,1
2831,2,T or F  Why?,1
2832,2,T or F,1
2833,2,T or F   Why?,1
2834,1,"Be sure you have a topic sentence, a conclusion and signal words!",1
2835,1,"Describe a trip that you have taken.  Where did you go, and when?  How long did you stay?  Who went with you?  What did you take along?  What did you do there?  Refer to page 248 of your textbook if you need an example of how to start.",1
2836,1,"IMPLICIT
Look at the Brown, LOB and TimesMarch 95 corpora:
What types of nouns occur often with 'implicit'?  Give 3-4 examples.

There are two common grammar patterns - one is 'implicit Noun'.  What is the other common pattern?",1
2837,1,"NEGATE
Look at the Brown, LOB and the TimesJan/Feb/Mar95 corpora:
What kind of things are commonly negated?  Give 3-4 examples.",1
2838,1,"PERSIST
Look at the Brown and TimesMarch 95 corpora:
 There are three grammar patterns that occur most commonly with 'persist.'  What are they?  Give two examples of each.",1
2839,1,"PROPORTION
Look at the Brown, LOB and TimesFeb95 corpora:
There are two grammar patterns that occur commonly with 'proportion' - what are they?  Give two examples of each.",1
2840,1,"RETAIN
Look at the Brown, LOB and TimesMarch 95 corpora:
There are many different kinds of noun that can be 'retained'.  Are there any common categories of nouns?  Give 5 examples of different kinds of things that can be retained.",1
2841,2,abnormal,1
2842,2,approach,1
2843,2,contribute,1
2844,2,tradition,1
2845,2,vary,1
2846,2,Now try to write a sentence using as many vocabulary words as you can! Don't forget that the sentence should be logical and grammatically correct.,1
2847,1,You are writing a letter to new members of your running club. Many of the new members are discouraged because it is taking them so long to run five miles. You want to encourage them to continue running. Write a letter to them encouraging them to continue running. Using the facts and statistics in the chart on page 53 of your text to support the main idea of your paragraph.,1
2848,1,Summarize what the concept of 'flow' means.  How is flow related to time in terms of creativity?,1
2849,1,Describe a time when you had 'flow' for an activity.  Did your sense of flow contribute to a feeling of creativity?,1
2850,1,Choose 3 of the pairs listed in Discussion/Composition question #1.  Define the difference between the two terms and how this difference relates to creativity.  (Read question #4 before you answer this.),1
2851,1,Discuss an experience in school when your creativity was either encouraged or hindered.  Discuss this event in relation to the pairs of words you have chosen to discuss in #3.,1
2852,4,"Choose 1 of the following topics to write about:

1. Explain the CAUSES of obesity in children.
OR
2. What are the effects of the internet on businesses?",1
2853,4,"Write your cause and effect essay revision. You MUST include one (1) quotation and reference within the text of your essay and proper citation at the end. FORM is important: use the handouts to help you. You will have the entire class to complete this assignment; this is a timed exercise, so be sure to allow time to check your writing before submitting it.",1
2854,4,"Write your cause and effect essay revision. You MUST include one (1) quotation and reference within the text of your essay and proper citation at the end. FORM is important: use the handouts to help you. Try to also use 2 of the ELI core vocabulary words. You will have the entire class to complete this assignment; this is revision exercise, so be sure to allow time to check your writing before submitting it.",1
2855,1,"Following the example from class (p. 133), write a response to the letter on page 132. Be sure to offer several solutions. Then write your own letter to the advice consultant about a problem that you have (or make one up) (see. p. 133 ""Work with a Partner"").",1
2856,1,see above,1
2857,1,"You have been asked to write an article for the ELI News about why the ELI is a good choice for students who want to study English as a foreign language.  To support your topic sentence, your article must include information from the charts on your handout, as well as at least quotation from one of your classmates.  How do you get that quotation?  Ask your classmates questions like:
- Why do you think the ELI is a good place to study?
- Why would you recommend the ELI to other students?
- What do you think are the strengths of the ELI?
- Why did you choose the ELI at Pitt over other schools?
Make sure that your article has a concluding sentence. When you are finished, be sure to proofread and revise.  As always, you will be graded on content, organization and mechanics.",1
2858,4,submit essay,1
2859,1,"Write a paragraph about the most exciting thing that has happened to you in Pittsburgh.  Be careful to use both count and non-count nouns.  Also, use definite and indefinite articles in your writing.",1
2860,1,"Remember to correct grammar, spelling and punctuation.  Do you have transitions, a topic sentence and a conclusion?",1
2861,1,Summarize in your own words the 6 traditional values underlying the U.S. educational system.,1
2862,1,"Choose 3 vocabulary words that you don't know.

Write the sentence that the word appears in. Then write the dictionary definition that matches the meaning of the word as it is used in the reading.",1
2863,1,"Choose a topic to write about:

--Are businesses too powerful in today's world? How?
--Do corporations have a responsibility to society?  What?",1
2864,1,"Accuracy ____/5
Frequency/Variety ___/2.5
Appropriateness  ___/2.5",1
2865,1,Write about someone who couldn't do something in the past but can do that thing now.,1
2866,1,"Follow the directions for Explore the Web in your text page 139. Write one or two paragraphs describing the problem and the solutions you find. 
Don't forget to correctly cite your sources!",1
2867,1,"Write a paragraph of 6-8 sentences, using 6-8 subject relative pronouns and adjective clauses, describing a friend of yours.  You may use exercise 5 on page 200 in your text as a model.  

Example:  Do friends have to be people who have the same interests or personality?  I don't think so.  My best friend Richie is someone whose personality is completely different from mine.  He can walk into a room that is full of strangers, and in an hour, they'll all be new friends.  I'm very shy...",1
2868,2,good luck!,1
2869,1,Submit your final revised paragraph here. Do NOT submit your brainstorming or rough drafts.,1
2870,1,Write a short paragraph about a place that you remember from your childhood.  Use adjective clauses.,1
2871,1,"Write a paragraph of at least 10 sentences. You will be graded on organization, content and mechanics.",1
2872,1,"Write a paragraph of at least 10 sentences to describe your favorite food. Do NOT give instructions for how to prepare the food. You want to describe it -- the color, size, texture, shape, smell, taste, etc. Try to include new vocabulary from page 73 of your text. 

Be sure to organize your ideas, use transitions, and proofread/revise your paragraph before you submit it.",1
2873,2,"arbitrary (CHANCE)    adjective
based on chance rather than being planned or based on reason",1
2874,2,"arbitrary (UNFAIR)  (negative meaning)
using unlimited personal power without considering other people's wishes:",1
2875,2,"fluctuate   
to change or vary, especially continuously and between one level or thing and another",1
2876,2,"fluctuate
to be unstable - to change back and forth uncertainly",1
2877,2,"inevitable   
certain to happen and unable to be avoided or prevented",1
2878,2,"inevitability
the quality of being unavoidable",1
2879,2,"manipulate 
to physically control something using the hands or to treat a part of the body (by using the hands to push back bones into the correct position and put pressure on muscles)",1
2880,2,"manipulate 
to control something or someone to your advantage, often unfairly or dishonestly",1
2881,2,"transform   
to change completely in form or function
(What grammar pattern[s] occur with this meaning?)",1
2882,2,"transform
to change in way so that something is better or more attractive",1
2883,1,"Write a paragraph about a challenging situation or activity that you have had in your life.  Be careful to use modals of ability in your writing, and try to use both positive and negative forms of the grammar point in your writing.  Refer to page 134 of your textbook if you need an example.",1
2884,2,Could I please go to the movies with my friends tonight?,1
2885,2,Pretty please can I eat my dessert before my dinner?,1
2886,2,Do you mind if I watch TV all night?,1
2887,1,Yesterday I returned your in-class writing assignment in which you wrote a process paragraph. Please carefully read your teacher's comments and make those revisions. You can also make any other revisions that you would like in order to improve your paragraph. You will be graded on this assignment.,1
2888,1,"Today in class we practiced describing places. We also talked about writing more than one paragraph. Type the paragraphs that you wrote in class today below. Don't forget to proofread and revise your paragraphs before you submit them. You will be graded on content, organization and mechanics.",1
2889,1,List the positive (P) and negative (N) aspects of stereotypes.  Be sure to paraphrase the opinions of the different people cited.,1
2890,4,"Write the first draft of your problem/solution esssay and submit it here.  Use the essay plan on p.135 of your textbook to help you.  

Remember: each solution should have its own paragraph.  Don't forget to include either one quotation OR one paraphrased sentence from an outside source. 

If you have any questions, please talk to your teacher.",1
2891,1,see page 321,1
2892,2,"The Miracle of Green Tea

""Better to be deprived of food for three days, than tea for one."" (Ancient Chinese Proverb)

Is any other food or drink reported to have as many health benefits as green tea? The Chinese have known about the medicinal benefits of green tea since ancient times, using it to treat everything from headaches to depression.  In her book Green Tea: The Natural Secret for a Healthier Life, Nadine Taylor states that green tea has been used as a medicine in China for at least 4,000 years. 

Today, scientific research in both Asia and the west is providing hard evidence for the health benefits long associated with drinking green tea. For example, in 1994 the Journal of the National Cancer Institute published the results of an epidemiological study indicating that drinking green tea reduced the risk of esophageal cancer in Chinese men and women by nearly sixty percent. University of Purdue researchers recently concluded that a compound in green tea inhibits the growth of cancer cells. There is also research indicating that drinking green tea lowers total cholesterol levels, as well as improving the ratio of good (HDL) cholesterol to bad (LDL) cholesterol.

To sum up, here are just a few medical conditions in which drinking green tea is reputed to be helpful:

cancer
rheumatoid arthritis
high cholesterol levels
cariovascular disease
infection
impaired immune function

What makes green tea so special? 

The secret of green tea lies in the fact it is rich in catechin polyphenols, particularly epigallocatechin gallate (EGCG). EGCG is a powerful anti-oxidant: besides inhibiting the growth of cancer cells, it kills cancer cells without harming healthy tissue. It has also been effective in lowering LDL cholesterol levels, and inhibiting the abnormal formation of blood clots.  The latter takes on added importance when you consider that thrombosis (the formation of abnormal blood clots) is the leading cause of heart attacks and stroke.

Links are being made between the effects of drinking green tea and the ""French Paradox."" For years, researchers were puzzled by the fact that, despite consuming a diet rich in fat, the French have a lower incidence of heart disease than Americans. The answer was found to lie in red wine, which contains resveratrol, a polyphenol that limits the negative effects of smoking and a fatty diet.  In a 1997 study, researchers from the University of Kansas determined that EGCG is twice as powerful as resveratrol, which may explain why the rate of heart disease among Japanese men is quite low, even though approximately seventy-five percent are smokers.

Why don't other Chinese teas have similar health-giving properties? Green, oolong, and black teas all come from the leaves of the Camellia sinensis plant. What sets green tea apart is the way it is processed.  Green tea leaves are steamed, which prevents the EGCG compound from being oxidized. By contrast, black and oolong tea leaves are made from fermented leaves, which results in the EGCG being converted into other compounds that are not nearly as effective in preventing and fighting various diseases.",1
